record_id,date,region_id,country_of_origin,sex,age_group,education_level,employment_status,activity_type
2891,2023-09-01,4,Tunisia,Female,45-54,Lower secondary,Unemployed,Housing support
2913,2023-09-01,6,Afghanistan,Male,35-44,Bachelor,Employed,Asylum application
2933,2023-09-01,5,Senegal,Female,25-34,Bachelor,Unemployed,Language training
2946,2023-09-01,1,Other,Female,35-44,Upper secondary,Employed,Asylum application
2947,2023-09-01,1,Colombia,Male,18-24,Upper secondary,Employed,Asylum application
3026,2023-09-01,3,India,Female,35-44,Lower secondary,Unemployed,Integration program
3040,2023-09-01,1,Afghanistan,Female,18-24,Bachelor,Unemployed,Asylum application
3061,2023-09-01,1,Other,Female,45-54,Bachelor,Employed,Integration program
3202,2023-09-01,4,Algeria,Female,55+,Master,Employed,Language training
3283,2023-09-01,7,Tunisia,Male,35-44,Upper secondary,Unemployed,Asylum application
3298,2023-09-01,7,Portugal,Female,55+,Bachelor,Employed,Asylum application
3376,2023-09-01,1,Brazil,Male,25-34,Upper secondary,Employed,Asylum application
3530,2023-09-01,8,Ukraine,Male,25-34,Bachelor,Employed,Housing support
3533,2023-09-01,4,Bangladesh,Female,55+,Bachelor,Employed,Housing support
3555,2023-09-01,10,Morocco,Male,25-34,Upper secondary,Unemployed,Housing support
3557,2023-09-01,1,Tunisia,Male,25-34,Bachelor,Unemployed,Language training
3563,2023-09-01,5,Nigeria,Male,18-24,Master,Employed,Employment support
3603,2023-09-01,4,India,Male,35-44,Bachelor,Inactive,Housing support
3671,2023-09-01,6,Spain,Male,25-34,Upper secondary,Unemployed,Employment support
3791,2023-09-01,7,Turkey,Female,25-34,Upper secondary,Unemployed,Language training
3824,2023-09-01,1,Algeria,Male,25-34,Lower secondary,Unemployed,Integration program
3874,2023-09-01,3,Morocco,Female,25-34,Lower secondary,Unemployed,Employment support
3875,2023-09-01,10,Afghanistan,Female,25-34,Doctorate,Unemployed,Employment support
3973,2023-09-01,8,Other,Female,55+,Bachelor,Unemployed,Integration program
3980,2023-09-01,7,Georgia,Male,18-24,Bachelor,Inactive,Employment support
4021,2023-09-01,9,Bangladesh,Female,25-34,Upper secondary,Employed,Integration program
4067,2023-09-01,3,Morocco,Female,25-34,Upper secondary,Employed,Asylum application
4143,2023-09-01,7,Syria,Male,25-34,Lower secondary,Employed,Housing support
4329,2023-09-01,1,Turkey,Male,25-34,Master,Employed,Integration program
4333,2023-09-01,9,Côte d'Ivoire,Male,35-44,Lower secondary,Inactive,Housing support
4348,2023-09-01,9,Tunisia,Male,35-44,Master,Unemployed,Language training
4500,2023-09-01,7,Morocco,Female,45-54,Master,Employed,Integration program
4632,2023-09-01,8,Morocco,Female,25-34,Upper secondary,Employed,Housing support
4805,2023-09-01,4,Bangladesh,Male,35-44,Master,Employed,Employment support
4929,2023-09-01,1,India,Female,45-54,Bachelor,Employed,Integration program
5093,2023-09-01,8,Algeria,Female,35-44,Upper secondary,Unemployed,Language training
5161,2023-09-01,2,Portugal,Female,25-34,Doctorate,Employed,Integration program
5182,2023-09-01,1,Syria,Male,18-24,Upper secondary,Employed,Integration program
5190,2023-09-01,8,Italy,Female,25-34,Bachelor,Employed,Employment support
5203,2023-09-01,5,Afghanistan,Male,35-44,Upper secondary,Unemployed,Language training
5231,2023-09-01,1,Other,Female,18-24,Master,Employed,Integration program
5351,2023-09-01,1,India,Male,18-24,Master,Employed,Language training
5353,2023-09-01,1,Colombia,Male,18-24,Bachelor,Employed,Integration program
5401,2023-09-01,7,Algeria,Male,45-54,Bachelor,Unemployed,Integration program
5424,2023-09-01,1,Other,Female,18-24,Lower secondary,Employed,Housing support
5517,2023-09-01,8,Brazil,Female,55+,Upper secondary,Unemployed,Integration program
5689,2023-09-01,2,Bangladesh,Female,35-44,Master,Unemployed,Language training
5701,2023-09-01,1,China,Male,25-34,Master,Unemployed,Language training
5863,2023-09-01,5,Morocco,Male,45-54,Bachelor,Employed,Asylum application
5967,2023-09-01,3,China,Male,45-54,Master,Inactive,Housing support
5981,2023-09-01,1,Colombia,Male,35-44,Bachelor,Unemployed,Integration program
26,2023-10-01,3,China,Male,45-54,Upper secondary,Unemployed,Employment support
69,2023-10-01,1,Portugal,Female,25-34,Lower secondary,Employed,Integration program
116,2023-10-01,1,Algeria,Female,45-54,Master,Employed,Employment support
149,2023-10-01,5,Bangladesh,Male,55+,Upper secondary,Employed,Housing support
150,2023-10-01,1,Colombia,Male,45-54,Lower secondary,Unemployed,Employment support
154,2023-10-01,1,Other,Male,25-34,Bachelor,Employed,Integration program
216,2023-10-01,6,Tunisia,Male,25-34,Master,Employed,Language training
356,2023-10-01,1,Afghanistan,Male,35-44,Bachelor,Employed,Integration program
395,2023-10-01,2,Colombia,Female,35-44,Lower secondary,Employed,Employment support
437,2023-10-01,4,China,Male,35-44,Lower secondary,Employed,Housing support
473,2023-10-01,9,Côte d'Ivoire,Male,55+,Lower secondary,Employed,Integration program
482,2023-10-01,7,Bangladesh,Female,25-34,Upper secondary,Unemployed,Language training
527,2023-10-01,3,Brazil,Male,25-34,Doctorate,Employed,Employment support
530,2023-10-01,4,Côte d'Ivoire,Female,18-24,Upper secondary,Employed,Integration program
574,2023-10-01,1,Spain,Female,35-44,Master,Employed,Employment support
631,2023-10-01,1,Brazil,Male,35-44,Master,Employed,Housing support
633,2023-10-01,7,Colombia,Male,45-54,Lower secondary,Inactive,Housing support
669,2023-10-01,1,Bangladesh,Female,25-34,Upper secondary,Employed,Asylum application
708,2023-10-01,8,China,Male,35-44,Master,Employed,Employment support
756,2023-10-01,9,Guinea,Female,18-24,Upper secondary,Unemployed,Employment support
796,2023-10-01,1,China,Male,35-44,Upper secondary,Inactive,Language training
800,2023-10-01,2,Other,Male,25-34,Bachelor,Employed,Language training
816,2023-10-01,8,Morocco,Male,25-34,Master,Employed,Employment support
925,2023-10-01,4,Morocco,Male,25-34,Upper secondary,Unemployed,Integration program
929,2023-10-01,4,Turkey,Female,25-34,Bachelor,Employed,Employment support
942,2023-10-01,4,Afghanistan,Female,35-44,Master,Employed,Asylum application
966,2023-10-01,1,Algeria,Male,35-44,Bachelor,Unemployed,Integration program
1407,2023-10-01,7,Brazil,Male,55+,Doctorate,Employed,Asylum application
1421,2023-10-01,5,Senegal,Female,18-24,Bachelor,Employed,Employment support
1424,2023-10-01,4,Spain,Male,35-44,Upper secondary,Inactive,Language training
1457,2023-10-01,1,Tunisia,Male,45-54,Upper secondary,Employed,Integration program
1473,2023-10-01,3,Syria,Female,25-34,Lower secondary,Employed,Asylum application
1486,2023-10-01,1,Tunisia,Male,45-54,Lower secondary,Unemployed,Employment support
1490,2023-10-01,6,Georgia,Male,18-24,Bachelor,Unemployed,Housing support
1491,2023-10-01,6,Other,Male,55+,Lower secondary,Employed,Employment support
1692,2023-10-01,6,Colombia,Male,25-34,Master,Employed,Employment support
1779,2023-10-01,1,Bangladesh,Male,25-34,Upper secondary,Employed,Housing support
1942,2023-10-01,1,Afghanistan,Male,25-34,Bachelor,Employed,Asylum application
1945,2023-10-01,6,Brazil,Female,35-44,Master,Employed,Integration program
1965,2023-10-01,2,Senegal,Male,25-34,Master,Unemployed,Integration program
1983,2023-10-01,7,Morocco,Male,55+,Master,Unemployed,Integration program
1996,2023-10-01,3,Italy,Male,25-34,Master,Employed,Housing support
2088,2023-10-01,6,India,Male,25-34,Upper secondary,Employed,Language training
2089,2023-10-01,6,Afghanistan,Male,25-34,Bachelor,Employed,Asylum application
2122,2023-10-01,2,China,Female,35-44,Lower secondary,Employed,Employment support
2163,2023-10-01,3,Brazil,Female,25-34,Upper secondary,Unemployed,Housing support
2180,2023-10-01,7,Turkey,Male,25-34,Doctorate,Employed,Housing support
2213,2023-10-01,4,Tunisia,Male,35-44,Master,Employed,Employment support
2515,2023-10-01,1,Colombia,Female,25-34,Upper secondary,Unemployed,Language training
2536,2023-10-01,7,Morocco,Male,25-34,Bachelor,Employed,Language training
2541,2023-10-01,9,Ukraine,Male,25-34,Bachelor,Inactive,Employment support
2562,2023-10-01,7,India,Female,25-34,Bachelor,Inactive,Language training
2573,2023-10-01,6,Nigeria,Male,45-54,Master,Employed,Housing support
2605,2023-10-01,5,Georgia,Male,35-44,Lower secondary,Inactive,Housing support
2644,2023-10-01,1,Italy,Female,25-34,Master,Employed,Language training
2735,2023-10-01,3,Portugal,Female,45-54,Upper secondary,Unemployed,Employment support
2745,2023-10-01,4,Italy,Male,35-44,Upper secondary,Unemployed,Language training
2749,2023-10-01,2,Syria,Male,45-54,Bachelor,Inactive,Integration program
2776,2023-10-01,1,China,Male,25-34,Upper secondary,Employed,Asylum application
2788,2023-10-01,10,China,Male,35-44,Bachelor,Unemployed,Language training
2911,2023-10-01,10,Bangladesh,Male,25-34,Bachelor,Employed,Housing support
2926,2023-10-01,4,Algeria,Male,25-34,Bachelor,Unemployed,Asylum application
2941,2023-10-01,4,China,Male,25-34,Doctorate,Employed,Asylum application
2979,2023-10-01,1,Nigeria,Female,35-44,Bachelor,Unemployed,Integration program
2982,2023-10-01,5,India,Female,35-44,Upper secondary,Unemployed,Language training
3047,2023-10-01,10,Other,Female,25-34,Bachelor,Employed,Integration program
3093,2023-10-01,6,Bangladesh,Female,25-34,Master,Employed,Integration program
3111,2023-10-01,2,Algeria,Male,55+,Upper secondary,Employed,Language training
3113,2023-10-01,7,Other,Male,35-44,Bachelor,Unemployed,Language training
3180,2023-10-01,5,Brazil,Female,18-24,Bachelor,Employed,Housing support
3183,2023-10-01,2,Spain,Female,25-34,Bachelor,Inactive,Asylum application
3194,2023-10-01,8,Portugal,Female,25-34,Bachelor,Employed,Housing support
3284,2023-10-01,1,Afghanistan,Female,25-34,Lower secondary,Unemployed,Asylum application
3322,2023-10-01,4,Brazil,Female,25-34,Upper secondary,Unemployed,Integration program
3328,2023-10-01,7,Afghanistan,Male,18-24,Master,Employed,Asylum application
3355,2023-10-01,10,Georgia,Male,35-44,Bachelor,Employed,Employment support
3380,2023-10-01,3,Senegal,Female,25-34,Doctorate,Unemployed,Integration program
3423,2023-10-01,3,Morocco,Female,35-44,Bachelor,Employed,Housing support
3442,2023-10-01,1,China,Male,55+,Upper secondary,Unemployed,Employment support
3445,2023-10-01,6,Other,Male,35-44,Master,Unemployed,Asylum application
3493,2023-10-01,3,Morocco,Female,45-54,Master,Unemployed,Asylum application
3637,2023-10-01,2,Senegal,Female,35-44,Master,Employed,Employment support
3669,2023-10-01,4,Portugal,Male,55+,Upper secondary,Employed,Integration program
3739,2023-10-01,4,Côte d'Ivoire,Male,35-44,Master,Employed,Language training
3811,2023-10-01,8,Other,Female,25-34,Bachelor,Employed,Employment support
3855,2023-10-01,9,Portugal,Male,18-24,Bachelor,Inactive,Employment support
3909,2023-10-01,1,Portugal,Male,25-34,Bachelor,Employed,Language training
3935,2023-10-01,9,Portugal,Male,45-54,Bachelor,Employed,Housing support
3945,2023-10-01,2,Portugal,Male,25-34,Upper secondary,Employed,Integration program
3972,2023-10-01,2,India,Female,18-24,Lower secondary,Inactive,Asylum application
3983,2023-10-01,5,Morocco,Male,55+,Bachelor,Unemployed,Integration program
4022,2023-10-01,3,Syria,Male,25-34,Upper secondary,Inactive,Employment support
4035,2023-10-01,1,Guinea,Female,55+,Lower secondary,Employed,Housing support
4130,2023-10-01,6,Portugal,Male,25-34,Master,Employed,Asylum application
4133,2023-10-01,2,Spain,Female,35-44,Upper secondary,Employed,Employment support
4138,2023-10-01,6,Other,Female,35-44,Master,Employed,Housing support
4235,2023-10-01,1,Guinea,Female,45-54,Lower secondary,Unemployed,Employment support
4474,2023-10-01,1,Afghanistan,Male,45-54,Lower secondary,Unemployed,Employment support
4516,2023-10-01,2,Syria,Female,25-34,Upper secondary,Unemployed,Asylum application
4517,2023-10-01,8,Côte d'Ivoire,Male,18-24,Upper secondary,Unemployed,Asylum application
4541,2023-10-01,1,Brazil,Female,55+,Lower secondary,Unemployed,Housing support
4587,2023-10-01,1,China,Male,35-44,Bachelor,Unemployed,Language training
4609,2023-10-01,10,Bangladesh,Female,55+,Lower secondary,Employed,Asylum application
4648,2023-10-01,2,Turkey,Female,45-54,Upper secondary,Employed,Employment support
4663,2023-10-01,5,Nigeria,Male,55+,Bachelor,Employed,Employment support
4879,2023-10-01,5,Portugal,Female,25-34,Upper secondary,Employed,Language training
4886,2023-10-01,1,Guinea,Male,25-34,Master,Employed,Integration program
5031,2023-10-01,5,Brazil,Female,25-34,Lower secondary,Unemployed,Asylum application
5070,2023-10-01,7,Colombia,Male,25-34,Bachelor,Employed,Language training
5072,2023-10-01,5,Ukraine,Male,18-24,Upper secondary,Employed,Asylum application
5111,2023-10-01,1,Italy,Male,25-34,Upper secondary,Unemployed,Asylum application
5214,2023-10-01,3,Turkey,Female,18-24,Master,Unemployed,Employment support
5247,2023-10-01,2,Ukraine,Female,25-34,Bachelor,Employed,Integration program
5326,2023-10-01,3,Morocco,Female,25-34,Lower secondary,Unemployed,Employment support
5339,2023-10-01,4,Afghanistan,Female,35-44,Master,Employed,Employment support
5476,2023-10-01,4,Afghanistan,Female,18-24,Lower secondary,Unemployed,Housing support
5682,2023-10-01,2,Tunisia,Female,25-34,Upper secondary,Employed,Integration program
5854,2023-10-01,9,Algeria,Male,45-54,Upper secondary,Employed,Employment support
5916,2023-10-01,3,Senegal,Female,45-54,Bachelor,Employed,Language training
5936,2023-10-01,6,Senegal,Male,35-44,Bachelor,Employed,Language training
5969,2023-10-01,1,China,Female,35-44,Bachelor,Employed,Asylum application
5995,2023-10-01,1,Colombia,Female,25-34,Bachelor,Employed,Asylum application
91,2023-11-01,8,Nigeria,Male,18-24,Upper secondary,Unemployed,Asylum application
139,2023-11-01,1,India,Female,25-34,Master,Inactive,Employment support
177,2023-11-01,1,Senegal,Male,35-44,Upper secondary,Employed,Employment support
261,2023-11-01,4,Georgia,Female,45-54,Lower secondary,Unemployed,Language training
317,2023-11-01,2,Afghanistan,Female,35-44,Upper secondary,Inactive,Housing support
371,2023-11-01,4,Côte d'Ivoire,Male,45-54,Master,Unemployed,Integration program
401,2023-11-01,4,Tunisia,Female,25-34,Upper secondary,Unemployed,Asylum application
429,2023-11-01,9,India,Male,25-34,Lower secondary,Inactive,Language training
450,2023-11-01,4,Turkey,Male,45-54,Bachelor,Employed,Employment support
469,2023-11-01,8,Georgia,Female,55+,Lower secondary,Employed,Housing support
486,2023-11-01,5,India,Female,45-54,Upper secondary,Inactive,Language training
488,2023-11-01,4,Ukraine,Male,35-44,Upper secondary,Employed,Asylum application
528,2023-11-01,7,Ukraine,Male,18-24,Doctorate,Employed,Language training
572,2023-11-01,3,Bangladesh,Male,35-44,Master,Unemployed,Language training
672,2023-11-01,3,Portugal,Female,25-34,Bachelor,Unemployed,Asylum application
703,2023-11-01,4,Turkey,Female,55+,Upper secondary,Inactive,Asylum application
759,2023-11-01,3,Morocco,Male,25-34,Lower secondary,Unemployed,Asylum application
794,2023-11-01,10,Brazil,Female,35-44,Lower secondary,Employed,Integration program
928,2023-11-01,1,Nigeria,Male,55+,Master,Employed,Housing support
1203,2023-11-01,1,Spain,Male,18-24,Master,Employed,Asylum application
1253,2023-11-01,5,Tunisia,Female,45-54,Lower secondary,Unemployed,Integration program
1388,2023-11-01,5,Other,Male,18-24,Upper secondary,Unemployed,Language training
1409,2023-11-01,2,Turkey,Male,35-44,Master,Employed,Housing support
1433,2023-11-01,8,Spain,Male,35-44,Lower secondary,Employed,Employment support
1471,2023-11-01,1,Other,Female,25-34,Doctorate,Employed,Asylum application
1525,2023-11-01,6,Italy,Male,25-34,Bachelor,Employed,Language training
1541,2023-11-01,1,Brazil,Male,55+,Master,Employed,Asylum application
1542,2023-11-01,7,India,Male,25-34,Upper secondary,Inactive,Asylum application
1561,2023-11-01,6,Morocco,Male,55+,Doctorate,Employed,Employment support
1621,2023-11-01,4,Senegal,Female,25-34,Upper secondary,Inactive,Integration program
1704,2023-11-01,5,Brazil,Female,35-44,Bachelor,Employed,Integration program
1739,2023-11-01,1,Morocco,Male,18-24,Bachelor,Inactive,Integration program
1963,2023-11-01,3,Brazil,Female,35-44,Bachelor,Unemployed,Asylum application
1972,2023-11-01,3,Other,Male,25-34,Doctorate,Employed,Integration program
1994,2023-11-01,1,Morocco,Male,45-54,Lower secondary,Employed,Employment support
2044,2023-11-01,7,India,Male,25-34,Master,Inactive,Language training
2121,2023-11-01,9,Senegal,Female,25-34,Upper secondary,Employed,Housing support
2126,2023-11-01,1,Morocco,Male,25-34,Upper secondary,Inactive,Integration program
2155,2023-11-01,7,Italy,Male,35-44,Bachelor,Employed,Employment support
2194,2023-11-01,3,Bangladesh,Female,55+,Lower secondary,Inactive,Asylum application
2221,2023-11-01,1,Colombia,Male,25-34,Upper secondary,Employed,Housing support
2359,2023-11-01,4,Nigeria,Female,45-54,Doctorate,Employed,Language training
2392,2023-11-01,1,Afghanistan,Male,25-34,Master,Employed,Employment support
2455,2023-11-01,1,Guinea,Male,25-34,Bachelor,Unemployed,Integration program
2564,2023-11-01,1,Algeria,Female,25-34,Bachelor,Unemployed,Housing support
2576,2023-11-01,7,Bangladesh,Male,35-44,Bachelor,Employed,Integration program
2693,2023-11-01,4,Ukraine,Female,18-24,Master,Unemployed,Employment support
2783,2023-11-01,1,Guinea,Male,55+,Bachelor,Employed,Language training
2786,2023-11-01,5,Senegal,Male,25-34,Bachelor,Employed,Employment support
2834,2023-11-01,1,Senegal,Male,35-44,Master,Employed,Asylum application
2960,2023-11-01,1,Nigeria,Male,35-44,Master,Employed,Asylum application
3128,2023-11-01,1,Morocco,Female,35-44,Lower secondary,Employed,Housing support
3135,2023-11-01,7,Guinea,Male,18-24,Bachelor,Inactive,Housing support
3266,2023-11-01,2,Italy,Male,35-44,Upper secondary,Employed,Housing support
3329,2023-11-01,3,Brazil,Male,18-24,Bachelor,Unemployed,Integration program
3345,2023-11-01,1,Ukraine,Male,35-44,Bachelor,Employed,Language training
3365,2023-11-01,3,Ukraine,Female,45-54,Upper secondary,Inactive,Integration program
3374,2023-11-01,1,Spain,Female,55+,Upper secondary,Employed,Housing support
3389,2023-11-01,1,Portugal,Male,25-34,Upper secondary,Unemployed,Housing support
3435,2023-11-01,1,Côte d'Ivoire,Female,45-54,Lower secondary,Employed,Integration program
3467,2023-11-01,1,Italy,Male,25-34,Bachelor,Unemployed,Asylum application
3501,2023-11-01,5,China,Male,35-44,Upper secondary,Unemployed,Housing support
3551,2023-11-01,1,Syria,Male,55+,Master,Inactive,Language training
3580,2023-11-01,7,Algeria,Female,18-24,Lower secondary,Unemployed,Asylum application
3647,2023-11-01,1,Italy,Female,25-34,Upper secondary,Employed,Employment support
3676,2023-11-01,1,Tunisia,Male,18-24,Master,Employed,Employment support
3788,2023-11-01,1,Ukraine,Female,25-34,Lower secondary,Employed,Asylum application
3819,2023-11-01,2,China,Female,25-34,Bachelor,Employed,Employment support
3977,2023-11-01,5,Côte d'Ivoire,Male,35-44,Lower secondary,Unemployed,Language training
4034,2023-11-01,3,Côte d'Ivoire,Female,18-24,Bachelor,Employed,Integration program
4072,2023-11-01,2,China,Male,55+,Bachelor,Employed,Asylum application
4147,2023-11-01,1,Senegal,Male,18-24,Lower secondary,Employed,Asylum application
4214,2023-11-01,2,Tunisia,Female,35-44,Lower secondary,Employed,Language training
4245,2023-11-01,1,Bangladesh,Male,25-34,Bachelor,Employed,Integration program
4302,2023-11-01,4,Colombia,Male,35-44,Bachelor,Inactive,Housing support
4339,2023-11-01,9,Tunisia,Male,25-34,Bachelor,Employed,Employment support
4376,2023-11-01,3,Algeria,Male,45-54,Upper secondary,Unemployed,Language training
4515,2023-11-01,1,Morocco,Female,55+,Lower secondary,Employed,Language training
4729,2023-11-01,7,Tunisia,Female,45-54,Bachelor,Unemployed,Housing support
4748,2023-11-01,9,Côte d'Ivoire,Female,45-54,Bachelor,Unemployed,Language training
4760,2023-11-01,10,Spain,Female,55+,Doctorate,Unemployed,Employment support
4826,2023-11-01,1,Côte d'Ivoire,Male,35-44,Upper secondary,Unemployed,Housing support
4904,2023-11-01,3,Nigeria,Female,35-44,Master,Unemployed,Asylum application
4923,2023-11-01,6,Turkey,Female,35-44,Upper secondary,Unemployed,Housing support
5046,2023-11-01,4,Brazil,Male,45-54,Doctorate,Unemployed,Housing support
5050,2023-11-01,3,Bangladesh,Female,25-34,Doctorate,Employed,Asylum application
5076,2023-11-01,2,Morocco,Male,25-34,Upper secondary,Unemployed,Employment support
5155,2023-11-01,4,Tunisia,Female,25-34,Lower secondary,Unemployed,Housing support
5164,2023-11-01,8,Guinea,Female,55+,Upper secondary,Employed,Language training
5357,2023-11-01,6,Morocco,Female,35-44,Bachelor,Employed,Integration program
5426,2023-11-01,4,Syria,Male,35-44,Bachelor,Inactive,Employment support
5431,2023-11-01,5,Other,Female,25-34,Upper secondary,Employed,Housing support
5444,2023-11-01,1,Colombia,Male,18-24,Master,Unemployed,Integration program
5460,2023-11-01,7,Italy,Male,18-24,Lower secondary,Employed,Employment support
5465,2023-11-01,5,Guinea,Female,45-54,Lower secondary,Inactive,Integration program
5479,2023-11-01,6,Afghanistan,Male,45-54,Bachelor,Employed,Employment support
5523,2023-11-01,7,Ukraine,Male,45-54,Upper secondary,Unemployed,Integration program
5568,2023-11-01,10,Morocco,Male,45-54,Upper secondary,Employed,Integration program
5591,2023-11-01,4,Other,Male,25-34,Upper secondary,Inactive,Housing support
5762,2023-11-01,9,Côte d'Ivoire,Male,35-44,Master,Employed,Language training
5771,2023-11-01,4,Bangladesh,Male,25-34,Master,Unemployed,Asylum application
5775,2023-11-01,3,Morocco,Female,25-34,Upper secondary,Unemployed,Housing support
5799,2023-11-01,1,Senegal,Female,25-34,Bachelor,Employed,Language training
5826,2023-11-01,1,Turkey,Female,25-34,Upper secondary,Unemployed,Housing support
5858,2023-11-01,1,Bangladesh,Male,35-44,Bachelor,Employed,Employment support
5870,2023-11-01,5,Tunisia,Female,25-34,Upper secondary,Unemployed,Housing support
5891,2023-11-01,2,Portugal,Male,35-44,Doctorate,Employed,Asylum application
5941,2023-11-01,1,Senegal,Male,35-44,Bachelor,Employed,Integration program
5999,2023-11-01,1,Guinea,Male,45-54,Master,Unemployed,Language training
33,2023-12-01,1,Colombia,Male,18-24,Upper secondary,Unemployed,Employment support
65,2023-12-01,2,Afghanistan,Male,25-34,Bachelor,Employed,Housing support
93,2023-12-01,4,Colombia,Female,35-44,Upper secondary,Employed,Asylum application
153,2023-12-01,8,Turkey,Female,25-34,Lower secondary,Unemployed,Employment support
156,2023-12-01,1,India,Male,18-24,Bachelor,Employed,Integration program
185,2023-12-01,4,Bangladesh,Female,25-34,Master,Employed,Employment support
278,2023-12-01,2,Morocco,Female,35-44,Bachelor,Unemployed,Housing support
284,2023-12-01,1,Morocco,Female,18-24,Upper secondary,Employed,Housing support
310,2023-12-01,2,India,Female,35-44,Lower secondary,Employed,Employment support
325,2023-12-01,3,Bangladesh,Female,35-44,Master,Employed,Employment support
337,2023-12-01,4,Morocco,Male,25-34,Lower secondary,Employed,Language training
417,2023-12-01,5,Colombia,Male,25-34,Lower secondary,Unemployed,Asylum application
481,2023-12-01,6,Afghanistan,Female,45-54,Upper secondary,Inactive,Language training
514,2023-12-01,1,China,Male,45-54,Upper secondary,Unemployed,Language training
559,2023-12-01,5,China,Female,45-54,Bachelor,Employed,Employment support
582,2023-12-01,7,Portugal,Male,35-44,Bachelor,Employed,Housing support
589,2023-12-01,8,Turkey,Female,45-54,Upper secondary,Employed,Employment support
680,2023-12-01,4,Morocco,Female,25-34,Upper secondary,Unemployed,Language training
753,2023-12-01,8,India,Male,45-54,Upper secondary,Unemployed,Housing support
894,2023-12-01,1,India,Female,25-34,Lower secondary,Employed,Integration program
915,2023-12-01,1,Turkey,Male,45-54,Doctorate,Employed,Language training
932,2023-12-01,4,India,Female,45-54,Upper secondary,Unemployed,Housing support
939,2023-12-01,1,Brazil,Male,18-24,Master,Unemployed,Integration program
967,2023-12-01,5,Italy,Female,35-44,Doctorate,Employed,Integration program
1023,2023-12-01,9,Senegal,Male,25-34,Doctorate,Employed,Asylum application
1140,2023-12-01,2,Turkey,Male,25-34,Bachelor,Unemployed,Employment support
1189,2023-12-01,1,Italy,Male,25-34,Lower secondary,Employed,Integration program
1210,2023-12-01,7,Nigeria,Female,35-44,Upper secondary,Unemployed,Employment support
1275,2023-12-01,1,Syria,Female,35-44,Lower secondary,Unemployed,Integration program
1390,2023-12-01,7,Guinea,Male,25-34,Lower secondary,Unemployed,Asylum application
1422,2023-12-01,3,Other,Male,25-34,Bachelor,Inactive,Employment support
1423,2023-12-01,1,Colombia,Male,25-34,Bachelor,Unemployed,Housing support
1458,2023-12-01,1,Georgia,Male,45-54,Upper secondary,Unemployed,Integration program
1514,2023-12-01,7,Spain,Female,35-44,Master,Employed,Housing support
1517,2023-12-01,5,Colombia,Female,45-54,Lower secondary,Employed,Asylum application
1582,2023-12-01,8,Other,Female,45-54,Upper secondary,Employed,Employment support
1693,2023-12-01,5,Colombia,Male,25-34,Upper secondary,Employed,Integration program
1712,2023-12-01,10,India,Male,45-54,Upper secondary,Unemployed,Language training
1758,2023-12-01,8,Portugal,Female,18-24,Doctorate,Employed,Integration program
1760,2023-12-01,3,Spain,Male,35-44,Master,Employed,Employment support
1919,2023-12-01,1,India,Female,55+,Bachelor,Employed,Employment support
1930,2023-12-01,4,Tunisia,Male,35-44,Upper secondary,Inactive,Housing support
2025,2023-12-01,3,Italy,Female,25-34,Bachelor,Employed,Asylum application
2032,2023-12-01,7,Georgia,Male,25-34,Bachelor,Unemployed,Integration program
2109,2023-12-01,1,Spain,Male,35-44,Upper secondary,Employed,Language training
2142,2023-12-01,5,Other,Male,25-34,Upper secondary,Employed,Language training
2175,2023-12-01,5,Morocco,Female,18-24,Upper secondary,Employed,Language training
2187,2023-12-01,1,India,Male,25-34,Master,Employed,Language training
2192,2023-12-01,2,China,Male,45-54,Bachelor,Unemployed,Asylum application
2196,2023-12-01,1,Italy,Female,35-44,Master,Unemployed,Employment support
2205,2023-12-01,7,Côte d'Ivoire,Male,25-34,Upper secondary,Unemployed,Asylum application
2228,2023-12-01,2,Bangladesh,Male,25-34,Lower secondary,Employed,Asylum application
2229,2023-12-01,9,Turkey,Female,55+,Lower secondary,Inactive,Language training
2273,2023-12-01,7,Spain,Male,55+,Master,Unemployed,Asylum application
2320,2023-12-01,2,Afghanistan,Female,25-34,Master,Employed,Asylum application
2332,2023-12-01,9,Tunisia,Male,35-44,Upper secondary,Unemployed,Employment support
2336,2023-12-01,2,Portugal,Male,35-44,Bachelor,Employed,Integration program
2368,2023-12-01,3,Other,Female,45-54,Upper secondary,Inactive,Employment support
2428,2023-12-01,1,Italy,Female,25-34,Bachelor,Employed,Housing support
2451,2023-12-01,6,Ukraine,Female,55+,Bachelor,Unemployed,Housing support
2645,2023-12-01,4,Nigeria,Female,25-34,Upper secondary,Employed,Language training
2743,2023-12-01,3,Nigeria,Female,25-34,Upper secondary,Inactive,Language training
2752,2023-12-01,1,Italy,Male,25-34,Bachelor,Employed,Housing support
2850,2023-12-01,2,China,Male,55+,Upper secondary,Employed,Housing support
2889,2023-12-01,6,Algeria,Female,45-54,Lower secondary,Unemployed,Housing support
2935,2023-12-01,3,China,Male,45-54,Bachelor,Unemployed,Language training
2992,2023-12-01,5,Italy,Female,25-34,Master,Employed,Asylum application
3048,2023-12-01,1,China,Male,25-34,Bachelor,Employed,Housing support
3169,2023-12-01,1,Spain,Male,25-34,Lower secondary,Employed,Integration program
3200,2023-12-01,1,Portugal,Female,35-44,Doctorate,Employed,Language training
3215,2023-12-01,4,Tunisia,Male,18-24,Lower secondary,Employed,Integration program
3223,2023-12-01,7,Turkey,Female,25-34,Master,Employed,Housing support
3226,2023-12-01,4,Spain,Female,45-54,Master,Employed,Language training
