support_id,region_id,support_date,program,education_level,age_group,sex,completed,employment_outcome
1453,7,2023-08-01,Job placement,Upper secondary,55+,Male,Yes,Employed
1454,5,2024-04-01,Job placement,Lower secondary,55+,Female,Yes,Employed
1455,8,2025-04-01,CV workshop,Upper secondary,18-24,Female,Yes,Employed
1456,1,2025-02-01,Job placement,Upper secondary,35-44,Female,No,Still unemployed
1457,9,2022-05-01,CV workshop,Upper secondary,25-34,Female,Yes,Still unemployed
1458,2,2024-09-01,CV workshop,Upper secondary,25-34,Female,Yes,Still unemployed
1459,2,2022-11-01,CV workshop,Upper secondary,35-44,Male,Yes,Employed
1460,5,2024-11-01,Employer matching,Upper secondary,55+,Male,Yes,Employed
1461,8,2025-05-01,Skills training,Bachelor,55+,Male,Yes,Still unemployed
1462,4,2022-10-01,Employer matching,Master,35-44,Female,Yes,Employed
1463,9,2023-05-01,Job placement,Master,25-34,Female,Yes,Employed
1464,3,2022-06-01,Job placement,Upper secondary,25-34,Male,Yes,Employed
1465,8,2022-07-01,CV workshop,Bachelor,35-44,Female,Yes,Employed
1466,2,2023-03-01,CV workshop,Bachelor,18-24,Female,Yes,Employed
1467,7,2022-09-01,Employer matching,Master,25-34,Female,Yes,Employed
1468,8,2024-03-01,Job placement,Bachelor,18-24,Female,Yes,Still unemployed
1469,2,2022-12-01,CV workshop,Upper secondary,18-24,Male,Yes,Employed
1470,9,2022-11-01,Employer matching,Upper secondary,55+,Female,Yes,Training
1471,7,2025-10-01,Job placement,Bachelor,25-34,Female,Yes,Employed
1472,5,2022-10-01,CV workshop,Master,25-34,Male,Yes,Employed
1473,10,2024-09-01,CV workshop,Lower secondary,35-44,Male,Yes,Employed
1474,9,2025-12-01,Language course,Bachelor,35-44,Female,Yes,Training
1475,4,2025-09-01,Job placement,Upper secondary,45-54,Female,Yes,Employed
1476,10,2025-01-01,Language course,Doctorate,45-54,Male,No,Training
1477,9,2025-06-01,Employer matching,Doctorate,25-34,Female,Yes,Still unemployed
1478,2,2023-06-01,Employer matching,Master,25-34,Female,Yes,Training
1479,7,2025-09-01,Job placement,Master,25-34,Female,Yes,Employed
1480,9,2022-06-01,Job placement,Doctorate,55+,Male,Yes,Employed
1481,2,2023-07-01,Employer matching,Upper secondary,18-24,Male,Yes,Still unemployed
1482,1,2022-08-01,Employer matching,Bachelor,45-54,Female,No,Still unemployed
1483,8,2024-06-01,CV workshop,Upper secondary,45-54,Male,Yes,Training
1484,2,2023-08-01,Skills training,Bachelor,45-54,Female,Yes,Training
1485,4,2025-04-01,Employer matching,Lower secondary,35-44,Female,Yes,Training
1486,5,2022-11-01,CV workshop,Bachelor,35-44,Female,Yes,Employed
1487,9,2023-02-01,Job placement,Lower secondary,35-44,Male,Yes,Training
1488,7,2022-02-01,Employer matching,Master,25-34,Female,Yes,Still unemployed
1489,3,2022-10-01,Employer matching,Master,25-34,Male,Yes,Employed
1490,5,2025-03-01,Skills training,Doctorate,45-54,Male,No,Employed
1491,5,2022-12-01,Employer matching,Lower secondary,35-44,Female,Yes,Training
1492,3,2023-01-01,CV workshop,Master,55+,Female,Yes,Employed
1493,5,2022-06-01,CV workshop,Upper secondary,25-34,Male,Yes,Still unemployed
1494,7,2025-06-01,Language course,Upper secondary,25-34,Female,No,Employed
1495,2,2023-11-01,Language course,Master,35-44,Female,Yes,Still unemployed
1496,9,2025-10-01,Employer matching,Upper secondary,18-24,Female,No,Training
1497,7,2022-09-01,Employer matching,Master,35-44,Male,Yes,Employed
1498,8,2023-12-01,Employer matching,Master,25-34,Male,Yes,Employed
1499,6,2024-10-01,Skills training,Bachelor,35-44,Male,No,Employed
1500,3,2023-01-01,Employer matching,Bachelor,18-24,Male,No,Employed
1501,8,2025-01-01,CV workshop,Master,25-34,Female,Yes,Employed
1502,10,2024-07-01,Language course,Master,35-44,Female,Yes,Training
1503,2,2025-02-01,Job placement,Lower secondary,35-44,Female,Yes,Still unemployed
1504,4,2025-10-01,Employer matching,Upper secondary,55+,Female,Yes,Still unemployed
1505,10,2025-03-01,Employer matching,Bachelor,35-44,Female,No,Training
1506,9,2025-01-01,CV workshop,Master,35-44,Male,Yes,Employed
1507,9,2023-11-01,Language course,Master,35-44,Male,Yes,Employed
1508,2,2022-08-01,Job placement,Bachelor,35-44,Male,Yes,Training
1509,2,2023-01-01,Skills training,Lower secondary,55+,Female,No,Still unemployed
1510,10,2025-04-01,Skills training,Bachelor,18-24,Male,No,Still unemployed
1511,9,2022-06-01,Employer matching,Bachelor,35-44,Female,Yes,Training
1512,4,2024-04-01,Skills training,Bachelor,18-24,Male,Yes,Employed
1513,4,2025-02-01,Skills training,Doctorate,18-24,Male,Yes,Employed
1514,5,2023-10-01,Language course,Doctorate,35-44,Female,Yes,Employed
1515,1,2024-06-01,Job placement,Upper secondary,35-44,Female,Yes,Employed
1516,9,2022-09-01,Job placement,Doctorate,45-54,Male,Yes,Still unemployed
1517,9,2025-04-01,Skills training,Upper secondary,25-34,Male,No,Employed
1518,7,2024-02-01,CV workshop,Upper secondary,25-34,Female,No,Still unemployed
1519,2,2023-01-01,Language course,Bachelor,35-44,Male,Yes,Training
1520,6,2024-12-01,Employer matching,Bachelor,35-44,Male,Yes,Employed
1521,5,2025-04-01,Job placement,Master,25-34,Female,No,Employed
1522,7,2023-07-01,Language course,Lower secondary,25-34,Female,No,Still unemployed
1523,1,2024-11-01,Employer matching,Bachelor,35-44,Female,Yes,Training
1524,6,2025-10-01,Skills training,Bachelor,25-34,Female,No,Still unemployed
1525,9,2025-03-01,Employer matching,Bachelor,35-44,Female,No,Training
1526,1,2022-09-01,Employer matching,Upper secondary,35-44,Female,Yes,Training
1527,10,2023-06-01,Job placement,Bachelor,18-24,Female,Yes,Employed
1528,5,2022-02-01,Employer matching,Bachelor,35-44,Female,No,Training
1529,1,2025-04-01,Skills training,Bachelor,25-34,Male,Yes,Still unemployed
1530,7,2024-01-01,Job placement,Bachelor,45-54,Female,Yes,Employed
1531,7,2022-09-01,Skills training,Bachelor,25-34,Female,Yes,Training
1532,2,2022-09-01,Skills training,Upper secondary,18-24,Female,Yes,Employed
1533,5,2022-01-01,Job placement,Lower secondary,35-44,Male,Yes,Employed
1534,3,2024-07-01,CV workshop,Lower secondary,25-34,Male,Yes,Employed
1535,10,2023-03-01,Job placement,Bachelor,55+,Male,No,Employed
1536,3,2023-09-01,Skills training,Master,18-24,Male,Yes,Employed
1537,2,2022-12-01,CV workshop,Master,18-24,Female,No,Still unemployed
1538,6,2023-08-01,CV workshop,Bachelor,55+,Male,No,Still unemployed
1539,10,2023-08-01,Skills training,Bachelor,55+,Male,Yes,Still unemployed
1540,3,2023-10-01,Employer matching,Doctorate,18-24,Female,No,Training
1541,9,2023-08-01,CV workshop,Doctorate,25-34,Male,Yes,Still unemployed
1542,3,2022-06-01,Skills training,Doctorate,55+,Female,Yes,Employed
1543,10,2025-06-01,CV workshop,Lower secondary,25-34,Female,Yes,Employed
1544,5,2023-02-01,CV workshop,Bachelor,45-54,Male,Yes,Employed
1545,5,2022-01-01,Job placement,Master,35-44,Male,Yes,Still unemployed
1546,8,2023-10-01,Employer matching,Lower secondary,45-54,Female,Yes,Training
1547,5,2023-03-01,CV workshop,Upper secondary,35-44,Female,Yes,Employed
1548,3,2025-01-01,Employer matching,Upper secondary,45-54,Male,Yes,Employed
1549,4,2023-06-01,Skills training,Upper secondary,25-34,Male,Yes,Still unemployed
1550,3,2025-07-01,Language course,Bachelor,55+,Male,No,Still unemployed
1551,5,2023-03-01,Skills training,Upper secondary,25-34,Male,Yes,Employed
1552,6,2023-02-01,Skills training,Bachelor,18-24,Male,Yes,Employed
1553,7,2022-05-01,Employer matching,Upper secondary,45-54,Male,Yes,Employed
1554,4,2022-08-01,Employer matching,Master,25-34,Male,No,Still unemployed
1555,3,2023-03-01,Language course,Upper secondary,18-24,Male,No,Still unemployed
1556,10,2023-06-01,Employer matching,Bachelor,35-44,Female,Yes,Employed
1557,9,2023-01-01,Skills training,Upper secondary,45-54,Male,Yes,Still unemployed
1558,9,2023-06-01,Employer matching,Bachelor,35-44,Male,Yes,Employed
1559,4,2022-04-01,Job placement,Upper secondary,25-34,Male,No,Employed
1560,4,2023-10-01,Skills training,Doctorate,25-34,Female,Yes,Employed
1561,7,2022-05-01,Language course,Bachelor,25-34,Female,No,Still unemployed
1562,2,2024-06-01,Language course,Lower secondary,35-44,Male,Yes,Employed
1563,10,2022-12-01,Language course,Master,18-24,Male,No,Still unemployed
1564,3,2023-09-01,Language course,Bachelor,45-54,Female,No,Still unemployed
1565,3,2023-12-01,CV workshop,Lower secondary,55+,Female,No,Still unemployed
1566,8,2023-01-01,Job placement,Bachelor,45-54,Female,Yes,Employed
1567,3,2022-08-01,Job placement,Upper secondary,25-34,Female,Yes,Employed
1568,5,2022-04-01,Skills training,Bachelor,35-44,Male,Yes,Employed
1569,10,2025-09-01,Employer matching,Upper secondary,35-44,Female,Yes,Training
1570,2,2025-03-01,Employer matching,Lower secondary,35-44,Male,Yes,Employed
1571,2,2022-02-01,CV workshop,Bachelor,45-54,Female,Yes,Employed
1572,7,2024-12-01,Job placement,Upper secondary,45-54,Female,Yes,Employed
1573,1,2023-10-01,CV workshop,Master,25-34,Female,Yes,Still unemployed
1574,7,2025-06-01,Skills training,Master,18-24,Female,Yes,Training
1575,3,2023-07-01,Employer matching,Upper secondary,35-44,Male,Yes,Training
1576,4,2022-10-01,CV workshop,Upper secondary,18-24,Male,Yes,Employed
1577,4,2025-01-01,CV workshop,Lower secondary,35-44,Male,Yes,Still unemployed
1578,2,2025-05-01,Job placement,Bachelor,35-44,Female,Yes,Training
1579,10,2022-02-01,Language course,Master,35-44,Female,Yes,Still unemployed
1580,6,2025-08-01,Job placement,Lower secondary,25-34,Male,Yes,Employed
1581,4,2023-06-01,Skills training,Upper secondary,35-44,Male,No,Employed
1582,6,2025-05-01,Job placement,Master,25-34,Male,Yes,Employed
1583,4,2024-05-01,Employer matching,Bachelor,25-34,Female,No,Still unemployed
1584,5,2022-02-01,Skills training,Upper secondary,35-44,Female,Yes,Employed
1585,2,2025-10-01,Skills training,Upper secondary,25-34,Female,Yes,Still unemployed
1586,10,2023-05-01,Skills training,Lower secondary,45-54,Female,No,Training
1587,8,2022-07-01,Language course,Lower secondary,25-34,Female,Yes,Training
1588,4,2025-11-01,CV workshop,Bachelor,45-54,Female,No,Still unemployed
1589,6,2023-05-01,Skills training,Lower secondary,55+,Male,Yes,Employed
1590,6,2024-02-01,Employer matching,Upper secondary,25-34,Male,No,Still unemployed
1591,1,2023-12-01,Skills training,Master,18-24,Male,Yes,Employed
1592,7,2025-01-01,Job placement,Lower secondary,25-34,Female,Yes,Employed
1593,6,2023-03-01,CV workshop,Master,45-54,Male,Yes,Employed
1594,7,2023-03-01,Skills training,Upper secondary,18-24,Female,Yes,Training
1595,3,2025-10-01,Employer matching,Upper secondary,45-54,Male,Yes,Employed
1596,9,2023-10-01,Language course,Doctorate,35-44,Female,No,Still unemployed
1597,8,2022-09-01,Employer matching,Bachelor,45-54,Female,Yes,Employed
1598,3,2023-07-01,CV workshop,Lower secondary,45-54,Male,Yes,Employed
1599,6,2023-08-01,Employer matching,Master,45-54,Male,Yes,Still unemployed
1600,9,2025-03-01,Skills training,Bachelor,18-24,Female,No,Still unemployed
1601,1,2022-06-01,CV workshop,Master,35-44,Male,Yes,Still unemployed
1602,2,2022-08-01,CV workshop,Upper secondary,35-44,Male,Yes,Employed
1603,9,2024-05-01,Job placement,Upper secondary,35-44,Female,Yes,Employed
1604,1,2023-11-01,CV workshop,Master,45-54,Female,Yes,Employed
1605,4,2022-03-01,Job placement,Bachelor,35-44,Female,No,Still unemployed
1606,9,2025-07-01,CV workshop,Bachelor,35-44,Male,Yes,Employed
1607,8,2022-01-01,Job placement,Bachelor,35-44,Female,Yes,Employed
1608,4,2025-06-01,Job placement,Bachelor,35-44,Female,Yes,Employed
1609,6,2024-06-01,Employer matching,Master,55+,Male,No,Still unemployed
1610,8,2025-04-01,Employer matching,Upper secondary,35-44,Male,No,Training
1611,4,2025-06-01,CV workshop,Master,25-34,Female,Yes,Employed
1612,8,2022-06-01,Skills training,Lower secondary,35-44,Male,Yes,Employed
1613,9,2024-05-01,Language course,Bachelor,55+,Female,Yes,Employed
1614,7,2024-04-01,Skills training,Doctorate,25-34,Female,Yes,Training
1615,7,2023-09-01,Employer matching,Bachelor,45-54,Female,Yes,Employed
1616,3,2023-04-01,Employer matching,Bachelor,45-54,Female,Yes,Employed
1617,9,2024-07-01,Language course,Doctorate,25-34,Male,Yes,Employed
1618,5,2025-11-01,Skills training,Lower secondary,45-54,Male,No,Training
1619,6,2025-12-01,CV workshop,Bachelor,35-44,Male,Yes,Employed
1620,9,2024-04-01,Language course,Master,55+,Male,Yes,Employed
1621,4,2023-12-01,Skills training,Bachelor,35-44,Female,Yes,Employed
1622,1,2025-08-01,Skills training,Upper secondary,35-44,Male,Yes,Employed
1623,1,2022-09-01,Job placement,Doctorate,25-34,Male,Yes,Still unemployed
1624,6,2022-09-01,CV workshop,Master,25-34,Male,Yes,Employed
1625,6,2022-12-01,Job placement,Doctorate,25-34,Male,Yes,Still unemployed
1626,2,2025-04-01,Job placement,Bachelor,35-44,Female,Yes,Employed
1627,7,2022-10-01,CV workshop,Lower secondary,18-24,Male,No,Employed
1628,2,2023-08-01,CV workshop,Doctorate,45-54,Female,Yes,Still unemployed
1629,7,2022-08-01,Language course,Master,25-34,Female,No,Still unemployed
1630,5,2023-12-01,Skills training,Bachelor,35-44,Male,No,Training
1631,10,2023-09-01,CV workshop,Upper secondary,55+,Female,Yes,Employed
1632,4,2025-04-01,CV workshop,Master,25-34,Male,No,Training
1633,8,2022-04-01,Language course,Bachelor,18-24,Female,Yes,Employed
1634,9,2022-10-01,Language course,Lower secondary,25-34,Male,Yes,Employed
1635,10,2024-12-01,CV workshop,Bachelor,55+,Male,No,Still unemployed
1636,5,2022-08-01,Skills training,Doctorate,55+,Female,Yes,Employed
1637,6,2023-08-01,Skills training,Bachelor,35-44,Female,Yes,Employed
1638,8,2022-03-01,Language course,Master,35-44,Female,Yes,Employed
1639,6,2024-06-01,CV workshop,Bachelor,25-34,Female,Yes,Still unemployed
1640,7,2024-02-01,Language course,Bachelor,35-44,Female,Yes,Employed
1641,5,2024-02-01,CV workshop,Bachelor,35-44,Female,Yes,Employed
1642,10,2024-10-01,Skills training,Upper secondary,25-34,Female,Yes,Still unemployed
1643,10,2023-04-01,Employer matching,Upper secondary,45-54,Male,Yes,Employed
1644,3,2025-09-01,CV workshop,Master,45-54,Male,Yes,Still unemployed
1645,2,2025-10-01,CV workshop,Upper secondary,45-54,Male,No,Still unemployed
1646,8,2025-01-01,CV workshop,Upper secondary,25-34,Female,Yes,Still unemployed
1647,2,2025-08-01,Language course,Lower secondary,25-34,Male,No,Still unemployed
1648,2,2024-06-01,Job placement,Doctorate,55+,Male,Yes,Employed
1649,9,2025-09-01,Job placement,Upper secondary,25-34,Male,Yes,Employed
1650,9,2024-01-01,CV workshop,Bachelor,25-34,Female,Yes,Training
1651,1,2025-02-01,Language course,Upper secondary,18-24,Female,Yes,Employed
1652,9,2023-10-01,Language course,Upper secondary,25-34,Female,No,Still unemployed
1653,10,2024-12-01,Job placement,Upper secondary,25-34,Female,Yes,Employed
1654,9,2023-09-01,Language course,Doctorate,18-24,Female,No,Still unemployed
1655,3,2023-05-01,Skills training,Upper secondary,35-44,Female,Yes,Employed
1656,4,2025-03-01,Employer matching,Upper secondary,25-34,Female,No,Still unemployed
1657,7,2022-08-01,Skills training,Upper secondary,25-34,Male,No,Still unemployed
1658,2,2023-06-01,Job placement,Bachelor,45-54,Female,No,Still unemployed
1659,9,2025-09-01,Skills training,Lower secondary,25-34,Male,Yes,Employed
1660,9,2023-04-01,Employer matching,Bachelor,18-24,Female,Yes,Employed
1661,9,2024-04-01,Employer matching,Bachelor,35-44,Male,No,Still unemployed
1662,6,2025-07-01,CV workshop,Bachelor,35-44,Female,No,Still unemployed
1663,10,2025-09-01,CV workshop,Lower secondary,35-44,Male,Yes,Training
1664,5,2025-06-01,Language course,Bachelor,18-24,Female,Yes,Still unemployed
1665,4,2022-10-01,CV workshop,Lower secondary,55+,Female,Yes,Employed
1666,5,2024-12-01,Language course,Master,25-34,Female,Yes,Employed
1667,3,2025-01-01,Job placement,Master,25-34,Male,Yes,Employed
1668,2,2024-08-01,Language course,Upper secondary,25-34,Male,Yes,Employed
1669,5,2025-03-01,Job placement,Bachelor,35-44,Female,Yes,Still unemployed
1670,7,2023-06-01,CV workshop,Doctorate,35-44,Female,Yes,Training
1671,8,2025-02-01,Job placement,Upper secondary,45-54,Male,Yes,Employed
1672,6,2025-01-01,Job placement,Lower secondary,35-44,Male,Yes,Still unemployed
1673,10,2025-05-01,Skills training,Bachelor,25-34,Female,Yes,Employed
1674,10,2025-02-01,Employer matching,Upper secondary,45-54,Female,Yes,Employed
1675,2,2024-04-01,Job placement,Master,25-34,Male,Yes,Employed
1676,7,2024-01-01,Language course,Master,45-54,Female,Yes,Employed
1677,7,2024-05-01,Language course,Bachelor,18-24,Female,Yes,Still unemployed
1678,10,2023-07-01,Job placement,Doctorate,25-34,Male,Yes,Employed
1679,9,2025-11-01,CV workshop,Upper secondary,55+,Male,Yes,Still unemployed
1680,2,2022-06-01,Language course,Master,45-54,Female,Yes,Employed
1681,3,2025-09-01,CV workshop,Upper secondary,25-34,Female,Yes,Still unemployed
1682,7,2024-04-01,Skills training,Master,35-44,Female,Yes,Still unemployed
1683,3,2023-02-01,CV workshop,Master,18-24,Female,Yes,Employed
1684,9,2024-02-01,Language course,Upper secondary,18-24,Male,Yes,Still unemployed
1685,6,2022-06-01,CV workshop,Lower secondary,25-34,Female,Yes,Still unemployed
1686,7,2024-07-01,Skills training,Upper secondary,55+,Female,No,Still unemployed
1687,9,2025-12-01,CV workshop,Bachelor,35-44,Male,Yes,Still unemployed
1688,7,2022-01-01,Skills training,Doctorate,18-24,Male,Yes,Employed
1689,6,2023-12-01,Employer matching,Bachelor,35-44,Female,Yes,Employed
1690,2,2024-06-01,Employer matching,Bachelor,45-54,Male,Yes,Employed
1691,9,2024-05-01,Job placement,Bachelor,35-44,Male,Yes,Still unemployed
1692,4,2025-04-01,Job placement,Upper secondary,25-34,Male,Yes,Employed
1693,3,2024-11-01,Language course,Bachelor,55+,Female,No,Employed
1694,7,2024-05-01,Skills training,Upper secondary,55+,Male,No,Training
1695,2,2025-10-01,CV workshop,Master,25-34,Female,Yes,Employed
1696,5,2023-10-01,Job placement,Bachelor,45-54,Male,No,Still unemployed
1697,7,2022-12-01,Language course,Master,25-34,Male,Yes,Employed
1698,9,2025-12-01,Job placement,Upper secondary,25-34,Female,Yes,Employed
1699,3,2024-12-01,Language course,Bachelor,25-34,Female,Yes,Employed
1700,8,2024-06-01,Employer matching,Upper secondary,45-54,Male,Yes,Employed
1701,9,2023-05-01,CV workshop,Upper secondary,45-54,Female,Yes,Employed
1702,6,2025-03-01,Employer matching,Master,55+,Male,No,Training
1703,9,2022-05-01,Employer matching,Upper secondary,45-54,Female,Yes,Employed
1704,7,2022-11-01,Job placement,Lower secondary,45-54,Female,Yes,Employed
1705,3,2025-08-01,Language course,Master,45-54,Female,No,Employed
1706,7,2022-10-01,CV workshop,Lower secondary,18-24,Male,Yes,Employed
1707,7,2022-02-01,Language course,Bachelor,35-44,Female,Yes,Employed
1708,7,2025-09-01,Skills training,Bachelor,18-24,Female,Yes,Employed
1709,2,2023-05-01,Skills training,Upper secondary,25-34,Male,Yes,Employed
1710,7,2025-09-01,Job placement,Lower secondary,25-34,Male,Yes,Employed
1711,9,2022-01-01,CV workshop,Upper secondary,45-54,Female,Yes,Employed
1712,5,2022-07-01,Language course,Upper secondary,55+,Male,Yes,Still unemployed
1713,6,2024-02-01,Job placement,Upper secondary,25-34,Female,No,Still unemployed
1714,2,2025-11-01,Employer matching,Upper secondary,55+,Male,Yes,Employed
1715,4,2023-10-01,Job placement,Master,35-44,Male,Yes,Still unemployed
1716,10,2024-11-01,CV workshop,Lower secondary,35-44,Male,Yes,Employed
1717,10,2022-01-01,Employer matching,Upper secondary,35-44,Female,Yes,Employed
1718,1,2023-03-01,Job placement,Bachelor,25-34,Female,Yes,Employed
1719,7,2024-01-01,CV workshop,Lower secondary,18-24,Male,Yes,Employed
1720,1,2022-11-01,Language course,Bachelor,25-34,Male,No,Still unemployed
1721,7,2022-10-01,Language course,Bachelor,25-34,Male,Yes,Employed
1722,10,2024-08-01,Employer matching,Master,25-34,Male,Yes,Still unemployed
1723,6,2022-12-01,Employer matching,Lower secondary,18-24,Male,Yes,Employed
1724,5,2022-05-01,CV workshop,Lower secondary,45-54,Female,Yes,Employed
1725,3,2022-10-01,CV workshop,Upper secondary,35-44,Female,Yes,Employed
1726,9,2024-11-01,CV workshop,Bachelor,35-44,Male,Yes,Still unemployed
1727,10,2024-05-01,CV workshop,Lower secondary,18-24,Male,Yes,Training
1728,4,2025-04-01,Language course,Bachelor,35-44,Female,No,Still unemployed
1729,7,2022-03-01,Language course,Master,45-54,Male,Yes,Employed
1730,5,2024-01-01,Language course,Bachelor,45-54,Female,Yes,Employed
1731,3,2025-10-01,CV workshop,Upper secondary,35-44,Male,Yes,Employed
1732,8,2025-04-01,Job placement,Bachelor,35-44,Male,Yes,Employed
1733,6,2024-06-01,CV workshop,Upper secondary,55+,Male,No,Still unemployed
1734,6,2024-09-01,Job placement,Master,18-24,Female,Yes,Still unemployed
1735,9,2022-04-01,Job placement,Upper secondary,18-24,Female,Yes,Employed
1736,10,2024-04-01,Language course,Master,35-44,Male,Yes,Training
1737,3,2022-05-01,CV workshop,Doctorate,25-34,Male,Yes,Still unemployed
1738,7,2023-09-01,Language course,Upper secondary,18-24,Male,Yes,Training
1739,5,2023-04-01,Employer matching,Master,55+,Male,Yes,Still unemployed
1740,6,2024-08-01,Skills training,Master,18-24,Female,Yes,Employed
1741,4,2025-02-01,CV workshop,Bachelor,45-54,Male,Yes,Employed
1742,9,2025-11-01,Job placement,Master,25-34,Female,Yes,Training
1743,1,2025-11-01,Job placement,Bachelor,25-34,Male,Yes,Employed
1744,6,2022-06-01,Employer matching,Bachelor,25-34,Female,Yes,Employed
1745,5,2022-02-01,Language course,Upper secondary,25-34,Female,Yes,Employed
1746,3,2022-09-01,Employer matching,Doctorate,18-24,Female,No,Still unemployed
1747,4,2025-03-01,Employer matching,Bachelor,35-44,Male,Yes,Employed
1748,2,2024-08-01,Job placement,Upper secondary,35-44,Male,No,Still unemployed
1749,2,2024-06-01,Language course,Bachelor,25-34,Male,Yes,Still unemployed
1750,4,2025-12-01,Skills training,Master,35-44,Male,Yes,Still unemployed
1751,2,2023-11-01,Employer matching,Master,25-34,Male,Yes,Training
1752,7,2023-12-01,Language course,Lower secondary,25-34,Female,Yes,Still unemployed
1753,6,2024-10-01,Employer matching,Master,25-34,Male,Yes,Still unemployed
1754,10,2023-08-01,CV workshop,Bachelor,45-54,Male,Yes,Still unemployed
1755,10,2022-09-01,Skills training,Master,35-44,Male,No,Still unemployed
1756,8,2025-11-01,CV workshop,Bachelor,25-34,Female,Yes,Training
1757,6,2025-11-01,Skills training,Upper secondary,18-24,Female,No,Training
1758,7,2023-02-01,Employer matching,Lower secondary,35-44,Male,No,Training
1759,1,2022-07-01,Job placement,Upper secondary,35-44,Female,Yes,Still unemployed
1760,3,2023-04-01,CV workshop,Bachelor,35-44,Male,Yes,Employed
1761,8,2023-07-01,CV workshop,Lower secondary,25-34,Male,Yes,Still unemployed
1762,8,2023-09-01,Language course,Master,35-44,Female,Yes,Employed
1763,1,2025-11-01,Language course,Upper secondary,25-34,Female,Yes,Training
1764,6,2024-01-01,Skills training,Lower secondary,35-44,Female,Yes,Training
1765,4,2025-03-01,Employer matching,Master,25-34,Female,No,Still unemployed
1766,8,2022-03-01,Skills training,Upper secondary,25-34,Female,No,Still unemployed
1767,7,2022-08-01,CV workshop,Lower secondary,25-34,Female,Yes,Employed
1768,4,2023-08-01,Job placement,Lower secondary,35-44,Male,Yes,Employed
1769,10,2022-05-01,Employer matching,Bachelor,18-24,Female,No,Employed
1770,5,2024-04-01,Skills training,Upper secondary,25-34,Female,Yes,Employed
1771,4,2022-12-01,CV workshop,Master,35-44,Male,Yes,Employed
1772,6,2022-06-01,Skills training,Bachelor,45-54,Female,No,Training
1773,10,2022-06-01,Skills training,Upper secondary,25-34,Male,No,Still unemployed
1774,4,2023-11-01,Language course,Bachelor,45-54,Female,Yes,Training
1775,3,2023-04-01,CV workshop,Doctorate,55+,Male,Yes,Training
1776,6,2023-03-01,Job placement,Master,35-44,Female,Yes,Employed
1777,3,2023-03-01,Job placement,Upper secondary,35-44,Female,Yes,Training
1778,3,2022-06-01,Skills training,Master,45-54,Female,Yes,Training
1779,6,2022-06-01,Employer matching,Upper secondary,45-54,Female,Yes,Training
1780,1,2025-08-01,Skills training,Upper secondary,18-24,Female,No,Still unemployed
1781,10,2022-06-01,Employer matching,Bachelor,25-34,Female,Yes,Employed
1782,2,2023-06-01,Language course,Master,35-44,Female,No,Training
1783,7,2022-10-01,Job placement,Bachelor,25-34,Female,Yes,Employed
1784,5,2023-12-01,Job placement,Bachelor,25-34,Male,Yes,Employed
1785,3,2024-12-01,Skills training,Upper secondary,45-54,Female,Yes,Employed
1786,1,2024-02-01,Language course,Upper secondary,45-54,Male,Yes,Still unemployed
1787,3,2025-01-01,Job placement,Doctorate,25-34,Male,Yes,Employed
1788,4,2022-08-01,Employer matching,Bachelor,25-34,Male,Yes,Employed
1789,2,2024-06-01,Job placement,Master,35-44,Male,Yes,Employed
1790,7,2024-04-01,CV workshop,Lower secondary,25-34,Female,No,Still unemployed
1791,8,2022-01-01,Employer matching,Lower secondary,25-34,Male,Yes,Employed
1792,6,2022-12-01,CV workshop,Lower secondary,45-54,Male,Yes,Employed
1793,2,2024-01-01,Job placement,Bachelor,55+,Male,No,Still unemployed
1794,6,2024-06-01,Language course,Lower secondary,25-34,Male,Yes,Employed
1795,8,2022-10-01,Job placement,Bachelor,35-44,Female,Yes,Employed
1796,8,2022-06-01,CV workshop,Upper secondary,25-34,Male,Yes,Still unemployed
1797,4,2022-07-01,Skills training,Upper secondary,55+,Female,Yes,Employed
1798,2,2025-03-01,Employer matching,Bachelor,25-34,Female,Yes,Employed
1799,5,2022-05-01,CV workshop,Bachelor,25-34,Female,Yes,Employed
1800,3,2025-06-01,Employer matching,Master,25-34,Female,Yes,Employed
1801,8,2022-08-01,Language course,Master,25-34,Male,No,Employed
1802,5,2025-12-01,CV workshop,Upper secondary,35-44,Female,Yes,Employed
1803,7,2024-07-01,Job placement,Upper secondary,18-24,Female,Yes,Employed
1804,3,2025-07-01,Employer matching,Bachelor,35-44,Female,No,Training
1805,3,2023-10-01,Employer matching,Upper secondary,45-54,Female,No,Still unemployed
1806,5,2024-08-01,CV workshop,Upper secondary,25-34,Male,No,Still unemployed
1807,8,2023-05-01,Employer matching,Bachelor,25-34,Female,Yes,Still unemployed
1808,9,2022-07-01,Skills training,Bachelor,25-34,Female,Yes,Employed
1809,9,2024-12-01,CV workshop,Upper secondary,35-44,Male,Yes,Employed
1810,2,2022-05-01,Job placement,Master,18-24,Male,Yes,Training
1811,7,2023-09-01,Language course,Lower secondary,35-44,Male,Yes,Training
1812,3,2022-04-01,Skills training,Master,35-44,Male,Yes,Employed
1813,3,2024-01-01,Job placement,Lower secondary,55+,Male,Yes,Still unemployed
1814,9,2025-05-01,Skills training,Bachelor,55+,Male,Yes,Still unemployed
1815,1,2022-09-01,Job placement,Bachelor,25-34,Female,No,Employed
1816,6,2025-01-01,Language course,Upper secondary,35-44,Male,Yes,Still unemployed
