case_id,application_date,region_id,country_of_citizenship,sex,age_group,decision,protection_type
2100,2022-08-01,1,Nigeria,Female,25-34,Accepted,Temporary protection
2101,2023-12-01,5,Nigeria,Male,25-34,Pending,None
2102,2024-11-01,2,Côte d'Ivoire,Male,25-34,Rejected,None
2103,2023-09-01,1,Guinea,Female,45-54,Accepted,Subsidiary protection
2104,2025-08-01,1,Italy,Female,18-24,Accepted,Subsidiary protection
2105,2025-11-01,3,Ukraine,Female,35-44,Rejected,None
2106,2022-05-01,4,Ukraine,Male,18-24,Rejected,None
2107,2024-08-01,7,Spain,Male,18-24,Pending,None
2108,2022-03-01,9,Spain,Female,35-44,Pending,None
2109,2025-02-01,1,Afghanistan,Male,35-44,Pending,None
2110,2022-05-01,1,Turkey,Male,25-34,Rejected,None
2111,2022-05-01,1,Ukraine,Male,25-34,Accepted,Subsidiary protection
2112,2024-12-01,1,Georgia,Male,25-34,Pending,None
2113,2023-08-01,6,China,Female,45-54,Accepted,Subsidiary protection
2114,2023-07-01,5,Morocco,Male,35-44,Accepted,Subsidiary protection
2115,2023-09-01,1,Portugal,Male,45-54,Accepted,Subsidiary protection
2116,2023-11-01,4,China,Male,25-34,Accepted,Subsidiary protection
2117,2024-09-01,7,Spain,Male,25-34,Pending,None
2118,2024-11-01,1,Italy,Female,35-44,Pending,None
2119,2025-10-01,8,China,Male,45-54,Rejected,None
2120,2024-02-01,1,Côte d'Ivoire,Female,35-44,Rejected,None
2121,2025-05-01,1,Côte d'Ivoire,Male,18-24,Rejected,None
2122,2024-05-01,2,India,Male,25-34,Pending,None
2123,2022-04-01,1,Côte d'Ivoire,Female,45-54,Withdrawn,None
2124,2025-05-01,1,Morocco,Female,35-44,Pending,None
2125,2023-10-01,1,Algeria,Male,55+,Rejected,None
2126,2023-10-01,1,Guinea,Male,35-44,Rejected,None
2127,2025-05-01,4,Spain,Male,18-24,Pending,None
2128,2025-06-01,1,Portugal,Male,25-34,Pending,None
2129,2025-12-01,1,Senegal,Male,25-34,Rejected,None
2130,2024-02-01,4,Bangladesh,Male,18-24,Accepted,Refugee status
2131,2023-10-01,4,India,Female,35-44,Withdrawn,None
2132,2023-08-01,5,Morocco,Female,25-34,Rejected,None
2133,2023-05-01,3,Georgia,Male,25-34,Rejected,None
2134,2023-01-01,8,China,Female,25-34,Accepted,Subsidiary protection
2135,2023-04-01,1,Italy,Male,45-54,Accepted,Refugee status
2136,2024-12-01,7,China,Female,35-44,Withdrawn,None
2137,2023-03-01,2,Georgia,Male,25-34,Rejected,None
2138,2024-06-01,8,Tunisia,Male,35-44,Pending,None
2139,2022-12-01,1,Tunisia,Male,45-54,Accepted,Subsidiary protection
2140,2025-03-01,9,Bangladesh,Male,35-44,Pending,None
2141,2023-09-01,8,Senegal,Female,25-34,Withdrawn,None
2142,2024-03-01,1,Syria,Female,18-24,Rejected,None
2143,2025-11-01,2,Nigeria,Male,35-44,Accepted,Subsidiary protection
2144,2025-06-01,1,Algeria,Female,18-24,Withdrawn,None
2145,2023-04-01,1,India,Male,25-34,Pending,None
2146,2023-02-01,2,Ukraine,Male,18-24,Accepted,Subsidiary protection
2147,2024-03-01,4,Tunisia,Male,25-34,Accepted,Refugee status
2148,2024-12-01,2,Turkey,Male,25-34,Pending,None
2149,2025-11-01,1,Georgia,Female,25-34,Pending,None
2150,2023-07-01,1,China,Male,18-24,Accepted,Subsidiary protection
2151,2024-04-01,1,Afghanistan,Male,35-44,Pending,None
2152,2022-06-01,1,Côte d'Ivoire,Male,55+,Withdrawn,None
2153,2024-12-01,3,Georgia,Male,18-24,Pending,None
2154,2024-02-01,1,Bangladesh,Female,35-44,Pending,None
2155,2024-08-01,7,Spain,Male,25-34,Pending,None
2156,2022-12-01,6,Portugal,Male,35-44,Accepted,Refugee status
2157,2023-09-01,10,Turkey,Male,18-24,Rejected,None
2158,2022-03-01,1,Georgia,Male,45-54,Withdrawn,None
2159,2023-06-01,1,Ukraine,Female,18-24,Pending,None
2160,2023-06-01,1,Italy,Male,25-34,Pending,None
2161,2023-10-01,2,Morocco,Male,35-44,Pending,None
2162,2025-11-01,9,Senegal,Female,35-44,Accepted,Subsidiary protection
2163,2024-06-01,4,Spain,Male,25-34,Pending,None
2164,2025-07-01,9,Senegal,Female,25-34,Pending,None
2165,2022-10-01,9,Tunisia,Male,35-44,Rejected,None
2166,2025-12-01,2,Morocco,Female,55+,Rejected,None
2167,2024-05-01,2,Spain,Female,35-44,Pending,None
2168,2022-02-01,1,Algeria,Male,18-24,Accepted,Refugee status
2169,2025-06-01,6,Guinea,Female,45-54,Rejected,None
2170,2022-08-01,4,Georgia,Male,35-44,Pending,None
2171,2025-03-01,1,Georgia,Male,25-34,Accepted,Subsidiary protection
2172,2022-12-01,9,Italy,Female,18-24,Pending,None
2173,2024-09-01,7,Ukraine,Male,25-34,Accepted,Temporary protection
2174,2024-12-01,9,Guinea,Male,25-34,Accepted,Refugee status
2175,2022-06-01,1,Tunisia,Male,25-34,Rejected,None
2176,2025-11-01,6,Algeria,Male,25-34,Accepted,Subsidiary protection
2177,2025-07-01,5,Portugal,Male,35-44,Rejected,None
2178,2023-08-01,1,Côte d'Ivoire,Female,18-24,Pending,None
2179,2022-12-01,1,Nigeria,Male,35-44,Accepted,Subsidiary protection
2180,2024-05-01,1,Italy,Female,18-24,Rejected,None
2181,2025-02-01,1,Morocco,Male,55+,Accepted,Subsidiary protection
2182,2022-05-01,5,India,Female,35-44,Accepted,Temporary protection
2183,2022-08-01,8,Senegal,Male,35-44,Rejected,None
2184,2024-07-01,10,Algeria,Male,25-34,Rejected,None
2185,2023-02-01,1,Spain,Male,25-34,Accepted,Refugee status
2186,2025-08-01,5,Morocco,Female,35-44,Accepted,Refugee status
2187,2024-03-01,1,Portugal,Male,45-54,Rejected,None
2188,2024-08-01,1,Senegal,Female,25-34,Withdrawn,None
2189,2023-05-01,7,China,Male,25-34,Rejected,None
2190,2024-08-01,9,China,Male,25-34,Pending,None
2191,2023-01-01,10,Afghanistan,Female,35-44,Rejected,None
2192,2023-12-01,3,Côte d'Ivoire,Male,35-44,Pending,None
2193,2022-02-01,6,Senegal,Male,25-34,Accepted,Subsidiary protection
2194,2023-10-01,2,Tunisia,Male,35-44,Rejected,None
2195,2025-01-01,6,Guinea,Female,35-44,Pending,None
2196,2023-06-01,1,Turkey,Male,45-54,Rejected,None
2197,2022-03-01,1,Georgia,Male,35-44,Pending,None
2198,2025-04-01,10,Nigeria,Female,25-34,Rejected,None
2199,2023-02-01,1,Senegal,Male,35-44,Accepted,Subsidiary protection
2200,2024-07-01,8,India,Male,35-44,Pending,None
2201,2024-11-01,1,Italy,Female,35-44,Accepted,Subsidiary protection
2202,2023-03-01,7,Guinea,Male,25-34,Rejected,None
2203,2023-03-01,9,India,Male,35-44,Accepted,Subsidiary protection
2204,2024-01-01,1,Afghanistan,Male,18-24,Rejected,None
2205,2023-11-01,2,China,Male,25-34,Rejected,None
2206,2022-06-01,7,India,Female,25-34,Pending,None
2207,2022-04-01,1,Syria,Female,35-44,Pending,None
2208,2022-03-01,1,Côte d'Ivoire,Male,25-34,Pending,None
2209,2023-04-01,1,Nigeria,Male,35-44,Pending,None
2210,2022-07-01,1,Afghanistan,Female,45-54,Accepted,Subsidiary protection
2211,2025-01-01,1,Bangladesh,Male,35-44,Pending,None
2212,2025-06-01,1,Turkey,Male,45-54,Accepted,Refugee status
2213,2025-03-01,1,Ukraine,Female,18-24,Accepted,Refugee status
2214,2023-01-01,10,Algeria,Female,18-24,Accepted,Temporary protection
2215,2023-05-01,1,India,Male,25-34,Withdrawn,None
2216,2025-11-01,1,Georgia,Male,45-54,Rejected,None
2217,2022-07-01,7,Bangladesh,Male,35-44,Pending,None
2218,2023-05-01,6,Syria,Male,25-34,Accepted,Refugee status
2219,2023-10-01,3,Guinea,Male,45-54,Pending,None
2220,2023-08-01,2,Morocco,Male,35-44,Accepted,Subsidiary protection
2221,2025-10-01,2,Côte d'Ivoire,Male,35-44,Accepted,Subsidiary protection
2222,2025-03-01,10,Senegal,Female,18-24,Withdrawn,None
2223,2025-12-01,8,Senegal,Female,45-54,Pending,None
2224,2022-11-01,1,China,Male,25-34,Pending,None
2225,2022-04-01,3,China,Female,18-24,Pending,None
2226,2025-08-01,6,Georgia,Male,18-24,Accepted,Refugee status
2227,2022-07-01,7,Georgia,Male,25-34,Withdrawn,None
2228,2024-08-01,1,China,Male,25-34,Accepted,Subsidiary protection
2229,2025-07-01,9,Côte d'Ivoire,Female,25-34,Accepted,Refugee status
2230,2022-03-01,7,Afghanistan,Female,25-34,Pending,None
2231,2024-06-01,3,Bangladesh,Female,25-34,Accepted,Temporary protection
2232,2025-10-01,3,Nigeria,Male,18-24,Pending,None
2233,2025-11-01,3,Syria,Male,55+,Pending,None
2234,2023-02-01,7,Syria,Male,35-44,Rejected,None
2235,2023-01-01,4,Tunisia,Female,25-34,Pending,None
2236,2022-12-01,7,China,Female,45-54,Pending,None
2237,2024-05-01,8,India,Male,35-44,Pending,None
2238,2025-08-01,6,Spain,Female,18-24,Pending,None
2239,2025-08-01,1,Algeria,Male,35-44,Accepted,Subsidiary protection
2240,2023-04-01,2,Côte d'Ivoire,Female,18-24,Pending,None
2241,2024-01-01,1,Côte d'Ivoire,Male,25-34,Rejected,None
2242,2024-11-01,1,Morocco,Male,35-44,Accepted,Refugee status
2243,2024-09-01,5,Italy,Male,45-54,Accepted,Subsidiary protection
2244,2022-02-01,3,Nigeria,Male,25-34,Pending,None
2245,2025-07-01,1,Ukraine,Male,35-44,Rejected,None
2246,2025-09-01,5,Nigeria,Female,45-54,Accepted,Subsidiary protection
2247,2024-07-01,1,Algeria,Female,45-54,Rejected,None
2248,2023-08-01,9,Turkey,Male,18-24,Accepted,Refugee status
2249,2025-02-01,5,Nigeria,Male,18-24,Rejected,None
2250,2022-09-01,1,Algeria,Male,25-34,Accepted,Refugee status
2251,2022-11-01,8,China,Female,18-24,Rejected,None
2252,2025-12-01,1,Algeria,Male,45-54,Accepted,Subsidiary protection
2253,2023-05-01,1,Afghanistan,Male,18-24,Withdrawn,None
2254,2024-12-01,2,Georgia,Female,45-54,Rejected,None
2255,2023-08-01,1,Portugal,Female,25-34,Pending,None
2256,2025-03-01,7,Senegal,Female,18-24,Rejected,None
2257,2025-03-01,9,Nigeria,Male,25-34,Pending,None
2258,2024-01-01,7,Italy,Female,35-44,Rejected,None
2259,2023-07-01,2,Guinea,Female,18-24,Accepted,Subsidiary protection
2260,2024-10-01,1,Syria,Male,55+,Accepted,Refugee status
2261,2022-10-01,2,Spain,Female,18-24,Pending,None
2262,2023-02-01,1,Syria,Male,45-54,Rejected,None
2263,2022-03-01,8,Morocco,Female,18-24,Withdrawn,None
2264,2024-01-01,1,Syria,Male,35-44,Accepted,Subsidiary protection
2265,2024-07-01,1,Spain,Female,25-34,Pending,None
2266,2023-07-01,6,China,Female,35-44,Rejected,None
2267,2024-12-01,4,Afghanistan,Male,35-44,Pending,None
2268,2023-09-01,9,Senegal,Female,25-34,Withdrawn,None
2269,2022-11-01,10,Ukraine,Female,18-24,Pending,None
2270,2022-01-01,2,Algeria,Male,25-34,Accepted,Subsidiary protection
2271,2025-05-01,9,Morocco,Male,25-34,Pending,None
2272,2025-03-01,9,Tunisia,Male,45-54,Withdrawn,None
2273,2023-10-01,8,Bangladesh,Female,25-34,Accepted,Temporary protection
2274,2022-11-01,9,Bangladesh,Male,25-34,Withdrawn,None
2275,2024-05-01,4,Afghanistan,Female,25-34,Pending,None
2276,2023-11-01,1,Morocco,Male,35-44,Accepted,Subsidiary protection
2277,2023-05-01,8,Ukraine,Male,18-24,Pending,None
2278,2024-08-01,1,Algeria,Female,25-34,Rejected,None
2279,2022-11-01,9,Turkey,Male,25-34,Pending,None
2280,2022-02-01,3,Morocco,Male,25-34,Accepted,Refugee status
2281,2022-08-01,3,Afghanistan,Male,25-34,Rejected,None
2282,2023-05-01,7,Portugal,Male,25-34,Pending,None
2283,2025-04-01,2,Turkey,Male,55+,Rejected,None
2284,2023-01-01,1,Portugal,Male,25-34,Rejected,None
2285,2025-11-01,7,Afghanistan,Female,45-54,Accepted,Subsidiary protection
2286,2022-07-01,1,Syria,Male,25-34,Accepted,Subsidiary protection
2287,2025-12-01,7,Morocco,Male,35-44,Pending,None
2288,2025-04-01,9,Spain,Male,35-44,Accepted,Refugee status
2289,2022-04-01,2,Afghanistan,Male,55+,Rejected,None
2290,2024-02-01,5,China,Female,18-24,Pending,None
2291,2024-09-01,1,Portugal,Male,25-34,Withdrawn,None
2292,2023-10-01,7,Senegal,Male,25-34,Accepted,Refugee status
2293,2025-12-01,3,Guinea,Male,18-24,Pending,None
2294,2022-07-01,1,Senegal,Female,45-54,Pending,None
2295,2024-02-01,8,Spain,Male,55+,Accepted,Subsidiary protection
2296,2024-01-01,2,Turkey,Female,35-44,Withdrawn,None
2297,2024-06-01,7,Bangladesh,Male,25-34,Rejected,None
2298,2023-01-01,2,Côte d'Ivoire,Male,35-44,Accepted,Temporary protection
2299,2023-12-01,9,Afghanistan,Female,55+,Withdrawn,None
2300,2022-07-01,5,Nigeria,Male,45-54,Pending,None
2301,2022-06-01,5,Portugal,Male,45-54,Accepted,Refugee status
2302,2024-02-01,1,Senegal,Female,25-34,Rejected,None
2303,2024-12-01,6,Morocco,Male,25-34,Accepted,Refugee status
2304,2024-09-01,3,Turkey,Female,18-24,Pending,None
2305,2025-10-01,6,Italy,Female,18-24,Rejected,None
2306,2022-03-01,8,Côte d'Ivoire,Male,25-34,Pending,None
2307,2023-09-01,6,Ukraine,Female,18-24,Accepted,Subsidiary protection
2308,2022-03-01,3,Côte d'Ivoire,Female,35-44,Rejected,None
2309,2023-06-01,8,Senegal,Female,35-44,Pending,None
2310,2024-12-01,6,Ukraine,Male,35-44,Rejected,None
2311,2024-05-01,6,Georgia,Male,18-24,Rejected,None
2312,2022-10-01,9,Guinea,Male,25-34,Pending,None
2313,2022-04-01,1,China,Male,55+,Pending,None
2314,2022-08-01,3,Morocco,Female,55+,Rejected,None
2315,2023-09-01,1,China,Male,55+,Accepted,Temporary protection
2316,2025-11-01,6,Ukraine,Male,45-54,Pending,None
2317,2023-07-01,2,Spain,Male,18-24,Pending,None
2318,2022-09-01,6,Algeria,Male,35-44,Pending,None
2319,2023-01-01,1,Senegal,Female,25-34,Accepted,Subsidiary protection
2320,2024-09-01,5,Tunisia,Male,25-34,Rejected,None
2321,2023-02-01,1,China,Male,25-34,Accepted,Refugee status
2322,2025-04-01,2,Morocco,Female,35-44,Pending,None
2323,2022-02-01,4,Turkey,Female,25-34,Rejected,None
2324,2023-04-01,5,Georgia,Male,25-34,Accepted,Temporary protection
2325,2023-01-01,3,Afghanistan,Male,45-54,Pending,None
2326,2023-11-01,6,Tunisia,Male,25-34,Withdrawn,None
2327,2023-08-01,1,Syria,Male,35-44,Accepted,Subsidiary protection
2328,2024-03-01,5,Morocco,Male,35-44,Accepted,Subsidiary protection
2329,2023-04-01,2,Georgia,Male,18-24,Rejected,None
2330,2022-10-01,1,Côte d'Ivoire,Male,25-34,Pending,None
2331,2024-07-01,8,Italy,Female,18-24,Accepted,Refugee status
2332,2023-03-01,10,Bangladesh,Female,35-44,Rejected,None
2333,2025-07-01,1,India,Male,35-44,Pending,None
2334,2025-11-01,1,Bangladesh,Male,25-34,Rejected,None
2335,2022-12-01,6,Afghanistan,Female,35-44,Pending,None
2336,2023-02-01,10,Syria,Male,25-34,Rejected,None
2337,2025-10-01,2,Portugal,Female,25-34,Accepted,Refugee status
2338,2025-03-01,7,Bangladesh,Male,35-44,Accepted,Subsidiary protection
2339,2023-10-01,1,Guinea,Female,45-54,Accepted,Subsidiary protection
2340,2024-02-01,1,Guinea,Male,25-34,Pending,None
2341,2022-12-01,1,Portugal,Male,35-44,Pending,None
2342,2024-07-01,5,Portugal,Male,25-34,Rejected,None
2343,2025-10-01,4,India,Male,25-34,Rejected,None
2344,2023-10-01,5,India,Female,18-24,Pending,None
2345,2023-09-01,1,Senegal,Female,25-34,Rejected,None
2346,2024-05-01,1,Côte d'Ivoire,Male,25-34,Pending,None
2347,2025-04-01,4,Bangladesh,Male,45-54,Accepted,Subsidiary protection
2348,2024-02-01,3,Italy,Male,25-34,Accepted,Temporary protection
2349,2023-10-01,2,Portugal,Male,55+,Rejected,None
2350,2023-12-01,5,Algeria,Female,25-34,Accepted,Subsidiary protection
2351,2022-01-01,2,Ukraine,Male,25-34,Pending,None
2352,2025-03-01,8,Spain,Female,25-34,Pending,None
2353,2023-06-01,6,India,Male,45-54,Accepted,Subsidiary protection
2354,2025-07-01,1,Italy,Male,25-34,Accepted,Subsidiary protection
2355,2023-06-01,8,Algeria,Male,25-34,Pending,None
2356,2023-01-01,3,Afghanistan,Female,18-24,Pending,None
2357,2025-07-01,3,Afghanistan,Male,35-44,Pending,None
2358,2022-07-01,6,Guinea,Male,45-54,Pending,None
2359,2025-02-01,9,Syria,Male,35-44,Accepted,Refugee status
2360,2025-03-01,1,Senegal,Male,25-34,Withdrawn,None
2361,2022-11-01,1,Portugal,Female,45-54,Pending,None
2362,2022-11-01,7,Tunisia,Male,25-34,Pending,None
2363,2023-04-01,2,Syria,Male,25-34,Accepted,Refugee status
2364,2025-06-01,8,Portugal,Female,25-34,Accepted,Subsidiary protection
2365,2023-05-01,2,Côte d'Ivoire,Male,35-44,Accepted,Refugee status
2366,2022-05-01,10,Turkey,Female,35-44,Accepted,Temporary protection
2367,2023-08-01,1,Turkey,Male,35-44,Pending,None
2368,2022-05-01,9,India,Male,18-24,Rejected,None
2369,2024-02-01,7,Guinea,Female,25-34,Accepted,Subsidiary protection
2370,2022-09-01,10,Morocco,Female,18-24,Rejected,None
2371,2023-02-01,1,Spain,Female,45-54,Accepted,Refugee status
2372,2022-01-01,2,Syria,Female,18-24,Rejected,None
2373,2022-01-01,1,India,Male,45-54,Rejected,None
2374,2024-12-01,7,Morocco,Male,25-34,Pending,None
2375,2025-09-01,1,Bangladesh,Male,25-34,Pending,None
2376,2023-08-01,3,Senegal,Male,35-44,Pending,None
2377,2022-01-01,1,Nigeria,Male,45-54,Rejected,None
2378,2025-10-01,6,Afghanistan,Male,35-44,Pending,None
2379,2023-08-01,6,Afghanistan,Female,25-34,Accepted,Refugee status
2380,2023-06-01,1,Côte d'Ivoire,Male,25-34,Accepted,Subsidiary protection
2381,2025-03-01,5,Nigeria,Male,25-34,Rejected,None
2382,2024-10-01,1,Turkey,Male,35-44,Accepted,Subsidiary protection
2383,2024-12-01,9,Tunisia,Male,25-34,Accepted,Subsidiary protection
2384,2024-09-01,8,Senegal,Female,35-44,Pending,None
2385,2022-01-01,1,Côte d'Ivoire,Female,35-44,Pending,None
2386,2023-04-01,2,Syria,Male,25-34,Pending,None
2387,2024-09-01,4,Guinea,Female,18-24,Rejected,None
2388,2025-07-01,7,Syria,Male,25-34,Withdrawn,None
2389,2024-07-01,9,Senegal,Male,25-34,Rejected,None
2390,2023-08-01,2,Nigeria,Male,18-24,Pending,None
2391,2025-07-01,3,Côte d'Ivoire,Male,25-34,Pending,None
2392,2024-03-01,1,Spain,Male,25-34,Accepted,Refugee status
2393,2022-07-01,2,Morocco,Female,25-34,Pending,None
2394,2023-08-01,10,Spain,Male,25-34,Rejected,None
2395,2025-05-01,9,Ukraine,Male,18-24,Rejected,None
2396,2023-09-01,2,Georgia,Male,55+,Withdrawn,None
2397,2024-03-01,1,Italy,Male,35-44,Rejected,None
2398,2022-03-01,4,Syria,Female,25-34,Accepted,Temporary protection
2399,2024-08-01,2,Italy,Male,25-34,Pending,None
2400,2023-03-01,6,Portugal,Male,35-44,Rejected,None
2401,2022-05-01,5,Guinea,Male,25-34,Accepted,Subsidiary protection
2402,2025-10-01,5,Spain,Male,35-44,Rejected,None
2403,2023-08-01,2,Guinea,Male,45-54,Pending,None
2404,2025-04-01,4,Morocco,Male,45-54,Accepted,Subsidiary protection
2405,2024-10-01,5,India,Male,18-24,Accepted,Temporary protection
2406,2025-07-01,5,Italy,Female,25-34,Pending,None
2407,2023-09-01,5,Afghanistan,Male,25-34,Accepted,Subsidiary protection
2408,2024-11-01,8,Portugal,Male,18-24,Pending,None
2409,2025-09-01,1,Tunisia,Male,45-54,Accepted,Subsidiary protection
2410,2024-08-01,1,Senegal,Female,55+,Accepted,Temporary protection
2411,2024-08-01,1,Syria,Male,35-44,Pending,None
2412,2025-08-01,6,Turkey,Male,25-34,Rejected,None
2413,2023-06-01,1,Italy,Male,18-24,Pending,None
2414,2024-02-01,3,Turkey,Female,25-34,Rejected,None
2415,2024-12-01,1,Nigeria,Male,35-44,Pending,None
2416,2025-08-01,9,Algeria,Male,25-34,Rejected,None
2417,2025-03-01,4,Tunisia,Female,35-44,Accepted,Temporary protection
2418,2023-08-01,1,Algeria,Male,55+,Rejected,None
2419,2025-02-01,2,Bangladesh,Male,25-34,Accepted,Subsidiary protection
2420,2024-05-01,1,Senegal,Male,55+,Accepted,Subsidiary protection
2421,2023-10-01,8,Guinea,Male,25-34,Rejected,None
2422,2023-11-01,8,Tunisia,Female,25-34,Accepted,Refugee status
2423,2025-01-01,7,Spain,Female,25-34,Accepted,Temporary protection
2424,2022-01-01,2,Georgia,Male,18-24,Accepted,Temporary protection
2425,2025-10-01,9,Senegal,Female,35-44,Rejected,None
2426,2022-10-01,1,Morocco,Male,35-44,Accepted,Subsidiary protection
2427,2024-10-01,5,Tunisia,Male,35-44,Rejected,None
2428,2025-09-01,3,Senegal,Female,25-34,Pending,None
2429,2022-11-01,2,Bangladesh,Female,35-44,Pending,None
2430,2024-05-01,1,Tunisia,Female,35-44,Accepted,Subsidiary protection
2431,2024-02-01,1,Ukraine,Male,25-34,Rejected,None
2432,2022-03-01,7,Bangladesh,Female,18-24,Pending,None
2433,2024-08-01,5,Senegal,Male,35-44,Pending,None
2434,2025-11-01,9,Côte d'Ivoire,Male,45-54,Withdrawn,None
2435,2025-07-01,5,Morocco,Male,35-44,Pending,None
2436,2025-09-01,1,Ukraine,Male,55+,Accepted,Subsidiary protection
2437,2023-12-01,1,China,Male,18-24,Pending,None
2438,2024-11-01,6,India,Female,35-44,Pending,None
2439,2022-12-01,1,Georgia,Female,25-34,Pending,None
2440,2023-02-01,1,Senegal,Female,25-34,Pending,None
2441,2025-09-01,2,Turkey,Male,25-34,Accepted,Subsidiary protection
2442,2023-03-01,6,Afghanistan,Male,35-44,Pending,None
2443,2024-11-01,5,Algeria,Female,35-44,Accepted,Refugee status
2444,2025-06-01,1,China,Male,25-34,Pending,None
2445,2024-07-01,8,Tunisia,Female,35-44,Rejected,None
2446,2022-03-01,10,China,Male,25-34,Pending,None
2447,2025-10-01,7,Bangladesh,Female,25-34,Pending,None
2448,2022-12-01,1,Côte d'Ivoire,Male,18-24,Rejected,None
2449,2025-12-01,7,China,Male,18-24,Rejected,None
2450,2022-08-01,3,Italy,Male,25-34,Accepted,Subsidiary protection
2451,2023-05-01,1,Nigeria,Female,55+,Accepted,Refugee status
2452,2024-11-01,5,Bangladesh,Male,45-54,Rejected,None
2453,2022-03-01,10,Bangladesh,Male,45-54,Rejected,None
2454,2023-07-01,2,Georgia,Female,25-34,Accepted,Subsidiary protection
2455,2025-08-01,1,Georgia,Female,35-44,Accepted,Temporary protection
2456,2025-08-01,1,Guinea,Male,45-54,Pending,None
2457,2024-03-01,4,Tunisia,Male,18-24,Pending,None
2458,2025-03-01,7,Algeria,Male,25-34,Pending,None
2459,2025-03-01,1,India,Male,25-34,Pending,None
2460,2025-12-01,1,Tunisia,Male,45-54,Rejected,None
2461,2023-09-01,9,Syria,Male,25-34,Rejected,None
2462,2023-03-01,8,Spain,Female,55+,Pending,None
2463,2025-07-01,9,Ukraine,Female,18-24,Pending,None
2464,2023-11-01,1,Spain,Male,25-34,Accepted,Refugee status
2465,2024-05-01,9,Guinea,Male,25-34,Accepted,Temporary protection
2466,2024-08-01,1,Turkey,Male,25-34,Rejected,None
2467,2025-03-01,3,Tunisia,Male,55+,Withdrawn,None
2468,2025-11-01,3,Spain,Male,35-44,Accepted,Subsidiary protection
2469,2023-06-01,10,Portugal,Female,35-44,Pending,None
2470,2023-05-01,1,Syria,Male,18-24,Rejected,None
2471,2025-07-01,9,Morocco,Female,35-44,Accepted,Temporary protection
2472,2023-04-01,9,Senegal,Female,55+,Accepted,Refugee status
2473,2024-08-01,9,Turkey,Male,35-44,Rejected,None
2474,2024-07-01,2,Tunisia,Female,25-34,Accepted,Refugee status
2475,2023-10-01,2,Tunisia,Male,35-44,Pending,None
2476,2024-08-01,1,Spain,Male,25-34,Rejected,None
2477,2024-11-01,3,Bangladesh,Male,18-24,Pending,None
2478,2022-10-01,1,Guinea,Male,45-54,Pending,None
2479,2022-09-01,5,Côte d'Ivoire,Male,25-34,Accepted,Subsidiary protection
2480,2023-10-01,8,Tunisia,Male,25-34,Pending,None
2481,2025-06-01,9,India,Male,45-54,Rejected,None
2482,2023-07-01,2,Algeria,Female,35-44,Withdrawn,None
2483,2023-11-01,2,Spain,Male,25-34,Withdrawn,None
2484,2023-09-01,3,Georgia,Male,25-34,Pending,None
2485,2025-02-01,9,India,Male,35-44,Withdrawn,None
2486,2022-07-01,1,Senegal,Female,25-34,Pending,None
2487,2024-05-01,1,Algeria,Female,25-34,Accepted,Subsidiary protection
2488,2024-08-01,1,Nigeria,Female,25-34,Pending,None
2489,2022-10-01,6,Italy,Male,25-34,Rejected,None
2490,2022-10-01,2,Senegal,Male,25-34,Pending,None
2491,2024-10-01,10,Italy,Female,25-34,Rejected,None
2492,2022-02-01,10,Guinea,Male,25-34,Rejected,None
2493,2022-11-01,8,China,Male,45-54,Accepted,Subsidiary protection
2494,2023-12-01,3,Côte d'Ivoire,Male,25-34,Rejected,None
2495,2022-01-01,9,Syria,Female,25-34,Pending,None
2496,2022-02-01,2,China,Male,45-54,Pending,None
2497,2024-07-01,2,Algeria,Female,35-44,Accepted,Subsidiary protection
2498,2024-08-01,3,Ukraine,Male,25-34,Rejected,None
2499,2025-10-01,5,Italy,Female,35-44,Pending,None
2500,2024-05-01,1,Morocco,Female,18-24,Rejected,None
2501,2022-06-01,4,Portugal,Female,35-44,Pending,None
2502,2024-04-01,10,India,Female,45-54,Rejected,None
2503,2022-02-01,1,China,Female,25-34,Pending,None
2504,2022-05-01,1,Afghanistan,Male,45-54,Accepted,Subsidiary protection
2505,2022-11-01,9,Italy,Male,25-34,Accepted,Temporary protection
2506,2022-06-01,7,Senegal,Male,18-24,Accepted,Refugee status
2507,2025-11-01,1,Tunisia,Female,18-24,Pending,None
2508,2024-08-01,3,China,Female,18-24,Accepted,Refugee status
2509,2024-05-01,1,Senegal,Male,55+,Pending,None
2510,2022-02-01,1,Georgia,Female,55+,Pending,None
2511,2022-07-01,1,China,Male,18-24,Pending,None
2512,2022-06-01,1,Italy,Male,25-34,Rejected,None
2513,2024-06-01,5,Bangladesh,Female,45-54,Pending,None
2514,2025-01-01,1,Spain,Female,25-34,Accepted,Subsidiary protection
2515,2024-06-01,1,Senegal,Male,35-44,Pending,None
2516,2022-09-01,1,Ukraine,Male,25-34,Accepted,Refugee status
2517,2023-01-01,1,Turkey,Male,18-24,Accepted,Subsidiary protection
2518,2023-12-01,4,Turkey,Female,25-34,Pending,None
2519,2023-10-01,6,Senegal,Male,35-44,Withdrawn,None
2520,2022-05-01,10,Portugal,Male,45-54,Withdrawn,None
2521,2023-09-01,1,Côte d'Ivoire,Male,35-44,Pending,None
2522,2022-12-01,1,Morocco,Male,25-34,Rejected,None
2523,2022-10-01,6,Côte d'Ivoire,Male,25-34,Rejected,None
2524,2025-07-01,1,Nigeria,Female,45-54,Withdrawn,None
2525,2022-06-01,3,Tunisia,Female,25-34,Pending,None
